题型,题目,选项,答案,解析
单选题,[2022年][河南中安]【改编】某建筑工程采用承插型盘扣式钢管搭设模板支撑架，搭设高度12m，专职安全生产管理人员对模板支撑架进行了专项检查。根据《建筑施工承插型盘扣式钢管脚手架安全技术标准》（JGJ/T231），下列模板支撑架搭设情形中，不符合规定的是（    ）。,A.水平杆的步距为1.0m|B.每间隔4跨设置竖向斜杆|C.可调托座丝杆外露长度为375㎜|D.可调托座伸出顶层水平杆的悬臂长度为637㎜,B,本题主要考查的是承插型盘扣式模板支撑架搭设的要求。属于常规考点。 A符合，水平杆的步距不得大于1m；B不符合，错在“间隔4跨设竖向斜杆，应该满布设置”。当搭设高度超过8m的模板支架时，坚向斜杆应满布设置，水平杆的步距不得大于1m，沿高度每隔4～6个标准步距应设置水平层斜杆或扣件钢管剪刀撑。周边有结构物时，宜与周边结构形成可靠拉结；CD符合，模板支架可调托座伸出顶层水平杆或双槽钢托梁的悬臂长度严禁超过650mm，且丝杆外露长度严禁超过400mm，可调托座插入立杆或双槽钢托梁长度不得小于150mm。故选B。
单选题,[2022年][河南中安]根据《建筑施工扣件式钢管脚手架安全技术规范》（JGJ130），悬挑式脚手架型钢悬挑梁的悬挑端，应设置能使脚手架立杆与悬挑梁可靠固定的定位点，定位点与悬挑梁端部的最小距离是（    ）。,A.50㎜|B.100㎜|C.150㎜|D.200㎜,B,本题主要考查的是悬挑式脚手架制作时的要求。属于数字型题目。 B正确，根据《建筑施工扣件式钢管脚手架安全技术规范》（JGJ130），6.10.7悬挑式脚手架型钢悬挑梁的悬挑端，应设置能使脚手架立杆与钢梁可靠固定的定位点，定位点离悬挑梁端部不应小于100㎜。故选B。
单选题,[2022年][河南中安]爬升模板拆除时，应按规定程序拆除以下部件：①爬升支架，②悬挂脚手架和模板，③爬升设备。根据《建筑施工模板安全技术规范》（JGJ162），正确的拆除顺序是（    ）。,A.①②③|B.②①③|C.①③②|D.②③①,D,本题主要考查的是爬模的拆除顺序。属于超纲的排序题。做题思路：先看选项的数字排列，对应题干的文字，搭设时先有“根”，后有配备的设施，拆除时顺序正好相反。 D正确，根据《建筑施工模板安全技术规范》（JGJ162），7.5.3爬升模板拆除时应设专人指挥，严禁交叉作业。拆除顺序应为：悬挂脚手架和模板、爬升设备、爬升支架。故选D。
单选题,[2022年][河南中安]某轨道交通工程项目部针对盾构区间隧道施工水平运输存在的风险及可能导致的后果，提出了安全防范措施。下列隧道水平运输安全措施中，错误的是（    ）。,A.日常搭乘工作人员的电瓶车、平板车配备安全带|B.在隧道内曲线段出入端设置车辆缓慢通过标志|C.长距离大坡度地段，工作面钢轨末端设置行驶止动装置|D.长距离大坡度地段，电瓶车增设电动制动刹车装置，配置闪光示警灯具,A,本题主要考查的是隧道水平运输安全措施，属于非常规考点。 盾构区间隧道施工水平运输存在的风险及可能导致的后果提出了以下安全防范措施：①对运输机具、轨道必须定期进行安全运行检查和维护；B正确，②电瓶车辆在隧道内曲线段行驶以及进出台车，必须缓慢通过；③工作人员必须在人行走道板上通行，走道板须绑扎牢固；A错误，错在“用电瓶车、平板车搭乘人员”。④电瓶车、平板车严禁载人运输；⑤电瓶车司机持证上岗，禁止酒后驾驶；⑥做好例保，刹车片及时更换；CD正确，⑦长距离大坡度地段：电瓶车增设电动制动刹车装置及配置行车闪光示警灯具，定期及时检查刹车装置，保证其良好性；将钢轨轨枕可靠固定连接，不允许松动；工作面钢轨末端设置行驶止动装置，制定安全行车操作规程；配置专用防止管片旋转的专用平板车。故选A。
单选题,[2022年][河南中安]城市轨道交通工程关键节点施工前的条件核查，是关键节点风险管控的重要手段。根据《住房城乡建设部办公厅关于加强城市轨道交通工程关键节点风险管控的通知》（建办质〔2017〕68号），负责对关键节点施工前条件预核查的单位是（    ）。,A.监理单位|B.建筑单位|C.设计单位|D.施工单位,A,本题主要考查的是关键节点风险管控程序，属于非常规考点。 A正确，城市轨道交通工程关键节点风险管控程序：①施工单位根据《关键节点分类清单》编制《关键节点识别清单》，报监理单位审批。②施工单位对照经监理单位批准的《关键节点识别清单》，对关键节点施工前条件自检自评，符合要求的报监理单位。③监理单位对关键节点施工前条件进行预核查，通过后报建设单位。④建设单位（或委托监理单位）依据相关制度规定和标准规范组织开展关键节点施工前条件核查。⑤通过核查的，方可进行关键节点施工；未通过核查的，相关单位按照核查意见进行整改，整改完成后建设单位重新组织核查。故选A。
单选题,[2022年][河南中安]某建筑工程建筑高度28m，幕墙采用高处作业吊篮进行施工。工程项目部编制了幕墙安装专项施工方案，明确了高处作业安全技术措施。下列幕墙施工高处作业安全技术措施中，错误的是（    ）。,A.高处作业吊篮下方设置安全隔离区和警告标志|B.对幕墙施工作业面可能坠落的物料设置固定措施|C.施工现场人员进出的通道口处搭设长度4m的安全防护棚|D.对距离高处作业吊篮10m范围内的高压输电线路设置隔离屏障,C,本题主要考查的是吊篮、高处作业、临电防护、安全防护的综合知识点考察。属于高频考点。做题思路：结合坠落半径设置防护棚。 A正确，使用吊篮作业时，应排除影响吊篮正常运行的障碍。在吊篮下方可能造成坠落物伤害的范围，应设置安全隔离区和警告标志，人员或车辆不得停留、通行。幕墙施工时，下方均应设置警戒隔离区，防止高空坠物；B正确，对高处作业施工作业现场可能坠落的物料，应及时拆除或采取固定性措施；C错误，错在“防护棚长度4m，小于坠落半径5m”。吊篮宜安装防护棚，防止高处坠物造成作业人员伤害。7.1.2高处作业交叉作业时，坠落半径内应设置安全防护棚或安全防护网等安全隔离措施。本题中建筑高度28m，坠落半径为5m，所以设置长度4m的安全防护棚不满足要求；D正确，高处作业吊篮安装和使用时，在10m范围内如有高压输电线路，应按照现行行业标准《施工现场临时用电安全技术规范》（JGJ46）的规定，采取隔离措施。故选C。
单选题,"[2022年][河南中安]一、单选题
19
标记
收藏

施工现场有限空间中可能存在大量有毒气体，作业人员接触后将会引起化学性中毒，导致伤亡。下列气体中，不属于有毒气体的是（    ）。",A.二氧化碳|B.二氧化硫|C.硫化氢|D.磷化氢,A,本题主要考查的是有毒有害气体。做题思路：结合生活常识以及对有限空间危险有害因素的辨识进行判断。 A不属于，二氧化碳本身没有毒性，浓度高时可能导致人窒息。BCD属于有毒气体。故选A。
单选题,[2022年][河南中安]某工程项目部计划安装10台塔式起重机，安装单位编制了塔式起重机安装工程生产安全事故专项应急预案。下列要素中，不属于该应急预案编制要素的是（    ）。,A.处置程序|B.处置措施|C.经济合理性分析|D.事故风险分析,C,本题主要考查的是专项应急预案的内容。可考察案例。做题思路：安全第一，不考虑经济因素。 C不属于，ABD属于，专项应急预案主要内容包括：①事故风险分析；②应急指挥机构及职责；③处置程序；④处置措施。故选C。
单选题,[2022年][河南中安]根据《建设工程施工现场消防安全技术规范》（GB50720），该工程应在适当楼层增设临时中转水池及加压水泵，中转水池的最小有效容积不应少于（    ）。,A.5m3|B.10m3|C.15m3|D.20m3 E 25m3,B,本题主要考查的是《建设工程施工现场消防安全技术规范》。属于超纲内容。 B正确，根据《建设工程施工现场消防安全技术规范》（GB50720），5.3.4高度超过100m的在建工程，应在适当楼层增设临时中转水池及加压水泵。中转水池的有效容积不应少于10m3，上下两个中转水池的高差不宜超过100m。故选B。
多选题,[2022年][河南中安]根据施工现场的作业条件，在基坑施工阶段使用混凝土泵车进行混凝土浇筑作业，选择混凝土泵车安放位置时，应该考虑的情况有（    ）。,A.对建筑基坑的影响|B.与输电线路的安全距离|C.场地的平整度和承载能力|D.施工现场高处作业吊篮的安全使用 E 与现场作业的塔式起重机和旋挖钻机有干涉,ABC,本题主要考查的是现场作业时施工机具的安装要求。属于高频考点。做题思路：在地面上安装的设备与高处作业设备没有直接关联。 ABC正确，根据施工现场的作业条件，在基坑施工阶段使用混凝土泵车进行混凝土浇筑作业，选择混凝土泵车安放位置时，除了要考虑混凝土泵车安放位置对基坑的影响外，还要根据《建筑机械使用安全技术规程》（JGJ33），停放在平整坚实的地方，与沟槽和基坑的安全距离应符合使用说明书的要求；并且臂架回转范围内不得有障碍物，与输电线路的安全距离应符合现行行业标准《施工现场临时用电安全技术规范》（JGJ46）的有关规定；E正确，根据《建筑机械使用安全技术规程》（JGJ33），塔式起重机的基础应排水通畅，并应按专项方案与基坑保持安全距离；而旋挖钻机作业地面应坚实平整，作业过程中地面不得下陷，工作坡度不得大于2°。故选ABCE。
多选题,[2022年][河南中安]下列专项施工方案中，属于危险性较大的分部分项工程专项方案的有（    ）。,A.季节性施工专项方案|B.施工升降机安装专项方案|C.高处作业吊篮安装专项方案|D.塔式起重机安装专项方案 E 附着式升降脚手架安装专项方案,BCD,本题主要考查的是危大工程的判断。属于高频考点。做题思路：大型设备的安拆、高处作业的吊篮和脚手架均属于危大工程。 A不属于，BCDE属于，根据《危险性较大的分部分项工程安全管理办法》附件，起重吊装及安装拆卸工程及脚手架工程属于危险性较大的分部分项工程。而其中施工升降机安装、塔式起重机安装、附着式升降脚手架安装属于起重吊装及安装拆卸工程；高处作业吊篮安装属于脚手架工程。季节性施工未包含在危险性较大的分部分项工程中。故选BCDE。
多选题,"[2022年][河南中安]5
标记
收藏

塔式起重机安装检测合格后，总承包单位组织相关单位进行验收，应参加验收的单位有（    ）。",A.监理单位|B.使用单位|C.建设单位|D.设备出租单位 E 设备安装单位,ABD,本题主要考查的是塔吊安装完成后的联合验收单位。属于高频考点。做题思路：所有的设备安装均是安装、使用、租赁、监理、总包单位进行验收。也就是常说的“五方联合验收”。 根据《建筑施工塔式起重机安装、使用、拆卸安全技术规程》（JGJ196），3.4.18塔式起重机经自检、检测合格后，应由总承包单位组织出租、安装、使用、监理等单位进行验收，并应按本规程附录B填写验收表，合格后方可使用。故选ABDE。
单选题,[2023年][河南中安]高处坠落是建筑施工领域的多发事故类别，加强安全防护是减少高处坠落事故的有效手段。关于预防高处坠落事故的安全要求，错误的是（ ）。,A.攀登作业前，应对作业人员进行安全技术交底|B.通道附近的洞口，应悬挂安全警示标志，夜间设红灯警示|C.高处作业前，应对安全防护设施进行验收合格后方可进行作业|D.脚手架搭设时，作业人员应佩戴三点式安全带，并按规定正确使用,D,本题主要考查的是高处作业时高处坠落危害的措施，属于高频考点。做题思路：高处作业的注意事项及要求需要明确，包括人员教育和交底、周边环境及劳动防护用品的配备。D错误，错在“三点式安全带”根据住房和城乡建设部关于发布《房屋建筑和市政基础设施工程危及生产安全施工工艺、设备和材料淘汰目录（第一批）》的公告，三点式安全带属于禁止使用工艺。高处作业应使用五点式安全带。故选D。
单选题,[2023年][河南中安]某工程基坑开挖深度8m，采用微型垂直复合土钉墙支护结构。下列该基坑开挖及支护的做法中，正确的是（ ）。,A.微型桩深入坑底长应800㎜|B.土方开挖作业面与土钉高差900㎜|C.喷射混凝土面层时，钢筋网片紧贴坡面|D.按设计规定的施工顺序和开挖深度分层开挖,D,本题主要考查的是基坑开挖及支护的安全技术要求，属于高频考点。A错误，错在“800mm”。根据《建筑基坑支护技术规程》JGJ120-2012，5.3.10采用微型桩垂直复合土钉墙时，微型桩应符合下列要求：微型桩伸入坑底的长度宜大于桩径的5倍，且不应小于1m；微型桩应与喷射混凝土面层贴合；B错误，错在“高差900mm”。锚杆、土钉的施工作业面与杆、土钉的高差不宜大于500㎜；C错误，错在“钢筋网片紧贴坡面”。在喷射混凝土前，面层内的钢筋网片牢固固定在边坡壁上并符合规定的保护层厚度的要求；D正确，8.1.1基坑开挖应符合下列规定：2应按支护结构设计规定的施工顺序和开挖深度分层开挖。故选D。
单选题,[2023年][河南中安]爬升模板施工，项目部编制了爬升模板专项施工方案。根据《建筑施工模板安全技术规范》(GJ162)，关于爬升模板构造与安装的要求正确的是（ ）。,A.大模板爬升时，新浇混凝土强度应达到1.00N/mm²以上|B.爬升模板的外侧脚手架应满铺脚手板，脚手架外侧应设防护栏杆和安全网|C.爬升系统所有螺栓孔均应安装螺栓，螺栓应采用30～40N·m的扭矩紧固|D.爬升模板安装顺序应为底座、立柱、大模板、爬升设备、模板外侧脚手架,B,本题主要考查的是爬模的安全技术要求。根据《建筑施工模板安全技术规范》JGJ162-2008，A错误，错在“1.00N/mm²”。6.4.3大模板爬升时，新浇混凝土的强度不应低于达到1.2N/mm²；B正确，6.4.6爬模的外附脚手架或悬挂脚手架应满铺脚手板，脚手架外侧应设防护栏杆和安全网。爬架底部亦应满铺脚手板和设置安全网；C错误，错在“30～40N·m”。6.4.9所有螺栓孔均应安装螺栓，螺栓应采用50～60N·m的扭矩紧固；D错误，错在“安装顺序错误，大模板与爬升设备的安装顺序排反了”。6.4.2爬升模板的安装顺序应为底座、立柱、爬升设备、大模板、模板外侧脚手架。故选B。
单选题,[2023年][河南中安]建筑物屋面造型多样、形式复杂，给施工安全带来一定难度，是高处坠落事故的多发部位，应按照高处作业要求做好安全防护。关于屋面作业安全防护的说法，正确的是（ ）,A.在轻质型材屋面上行走时，应穿防滑鞋|B.轻质型材屋面安装前，应在梁下支设安全平网|C.斜屋面的临边防护栏杆应采用安全平网全封闭|D.平屋面女儿墙高度0.80m，可不设安全防护设施,B,本题主要考查的是屋面作业安全防护要求。A错误，错在“在轻质型材屋面上行走”。在轻质型材等屋面上作业，应搭设临时走道板，不得在轻质型材上行走；C错误，错在“安全平网”。斜屋面的临边防护栏杆应采用安全立网全封闭；D错误，错在“0.8m不设安全防护”。女儿墙高度一般不得低于1.1m，最高不得大于1.5m。女儿墙高度0.8m时，需要设置安全防护设施。故选B。
单选题,"[2023年][河南中安]施工现场常见的事故类别有：高处坠落、物体打击、起重伤害、机械伤害和坍塌等。下表中列举了4种生产安全事故情况：


根据《企业职工伤亡事故分类》（GB6441），上述事故情况与事故类别判定正确的是（ ）。",A.①－机械伤害，②－坍塌，③－物体打击，④－起重伤害|B.①－起重伤害，②－坍塌，③－机械伤害，④－物体打击|C.①－机械伤害，②－坍塌，③－起重伤害，④－物体打击|D.①－起重伤害，②－坍塌，③－物体打击，④－机械伤害,B,本题主要考查的是《企业职工伤亡事故分类》（GB 6441）的事故分类，属于高频考点。在选择和案例题的均可考察。做题思路：了解20类中和建筑施工相关的几项即可，对其中的除外情况必须清楚。B正确，根据《企业职工伤亡事故分类》（GB6441）：（1）起重伤害，指各种起重作业（包括起重机安装检修、试验）中发生的挤压、坠落（吊具、吊重）、物体打击等。所以①是起重伤害；（2）坍塌，指物体在外力或重力作用下，超过自身的强度极限或因结构稳定性破坏而造成的事故如挖沟时的土石塌方、脚手架坍塌、堆置物倒塌等，不适用于矿山冒顶片帮和车辆、起重机械爆破引起的坍塌。所以②是坍塌；（3）机械伤害，指机械设备运动（静止）部件、工具、加工件直接与人体接触引起的夹击、碰撞剪切、卷入、绞、碾、割、刺等伤害，不包括车辆、起重机械引起的机械伤害。所以③是机械伤害；（4）物体打击，指物体在重力或其他外力的作用下产生运动，打击人体，造成人身伤亡事故，不包括因机械设备、车辆、起重机械、坍塌等引发的物体打击。所以④是物体打击。故选B。
单选题,[2023年][河南中安]卷筒是塔式起重机起升机构的一个重要零部件。电动机工作时卷筒将缠绕在其上的钢丝绳卷进或放出，通过滑轮组使悬挂于吊钩上的物品起升或下降。下列卷筒安全使用的做法中错误的是（ ）。,A.卷筒设置了钢丝绳防脱槽装置|B.卷筒上钢绳尾部采用楔形接头固接|C.卷筒两侧边缘超出最外层钢丝绳的高度是钢丝绳直径的3倍|D.卷筒钢丝绳在放出最大工作长度后，卷筒上的钢丝绳保留2圈,D,本题主要考查的是塔吊卷筒的安全技术要求，属于高频考点。做题思路：虽有超出的内容，但考点是教材所学的知识点。一切不能脱离教材知识点。D错误，错在“2圈”。卷筒钢丝绳在放出最大工作长度后，卷筒上的钢丝绳保留3圈。故选D。
单选题,[2023年][河南中安]某建筑工程采用承插型盘扣式钢管搭设模板支撑体系。在搭设前，项目部提出了构配件的验收要求及相关数据指标。关于构配件验收的说法，错误的是（ ）。,A.冲压件不得有毛刺、裂纹、氧化皮等缺陷|B.钢管应无裂纹、凹陷、锈蚀，不得采用接长钢管|C.钢管应平直，直线度允许偏差为管长的1/200，两端面应平整|D.架体杆件及构配件表面应镀锌或涂刷防锈漆，涂层应均匀、牢固,C,本题主要考查的是构配件验收的要求。做题思路：虽然相关知识点超出教材内容，但大部分是所讲的内容。也是常识性知识点，对未学过的知识点需要保持敏感，尤其是未见过的数字。C错误，错在“1/200”。根据《建筑施工承插型盘扣式脚手架安全技术规范》JGJ231，钢管应平直，直线度允许偏差应为管长的1/500，两端面应平整，不得有斜口、毛刺。故选C。
单选题,[2023年][河南中安]为保证桥式起重机作业安全，某钢结构加工场编制了安全使用规定。关于桥式起重机安全使用的要求，错误的是（ ）。,A.起重机行走时，两侧驱动轮应保持同步|B.司机室门打开时，起重机应自动切断电源不能运行|C.为防止运行脱轨，应在轨道端头设置行程限位及止挡装置|D.双小车联动作业，一小车起升高度限位器动作时，不影响另一小车正常运行,D,本题主要考查的是桥式起重机的安全要求。做题思路：和塔式起重机构造和使用均不同，虽然超纲，但安全技术要求也有相通之处。可参考塔式起重机的部分内容进行作答。A正确，根据《建筑机械使用安全技术规程》JGJ33-2012，4.6.12起重机行走时，两侧驱动轮应保持同步，发现偏移应及时停止作业，调整修理后继续使用；B正确，根据《起重机械安全规程》GB6067.1-2010，9.5.1进入桥式起重机和门式起重机的门，和从司机室登上桥架的舱口门，应联锁保护：当门打开时，应断开由于机构动作可能会对人员造成危险的机构的电源；C正确，9.2.10在轨道上运行的起重机的运行机构、超重小车的运行机构及起重机的变幅机构等均应装设缓冲器或缓冲装置。缓冲器或缓冲装置可以安装在起重机上或轨道端部止挡装置上。轨道端止挡装置应牢固可靠，防止起重机脱轨；D错误，错在“不影响”。根据《通用桥式起重机》（GBT14405-1993）规定，双小车起重机，两个小车相同机构的操纵应是既可联动，也可单独开动。双小车联动作业，一小车起升高度限位器动作时，另一小车同时停止。故选D。
单选题,[2023年][河南中安]起重吊装作业是工程项目安全生产管理的重点。根据《建筑施工起重吊装工程安全技术规范》(GJ276)，关于起重吊装作业的安全要求，正确的是（ ）。,A.吊装屋架时，绑扎点应设置在节点上|B.吊装钢梁时，应在构件一端绑扎溜绳|C.竖直吊装构件时，吊点应略低于构件的重心|D.采用双机抬吊时，单机载荷不得超过额定起重量的90%,A,本题主要考查的是起重吊装作业的安全要求。做题思路：结合正常的施工作业安全要求。B错误，错在“一端绑扎溜绳”。吊装钢梁时，应在构件两端绑扎溜绳；C错误，错在“略低于构件的重心”。竖直吊装构件时，吊点应通过构件的重心；D错误，错在“90%”。采用双机抬吊时，单机载荷不得超过额定起重量的80%。故选A。
单选题,"[2023年][河南中安]一、单选题
10
标记
收藏
某城市轨道交通工程暗挖车站位于富水软弱地层，为最大限度减少地下水对车站的不利影响，下列暗挖车站结构形式中，防水、受力效果好的是（ ）。",A.单拱式|B.分式|C.双连拱式|D.三连拱式,A,本题主要考查的是暗挖车站的方式。属于超纲知识点。A正确，当车站位于富水软弱地层中时，应充分考虑地下水的影响，减少地下水在施工过程中和施工完成后对车站的不利影响，尽量选取防水、受力效果好的单拱结构形式。故选A。
单选题,[2023年][河南中安]土方机械在土方开挖阶段被广泛使用。根据《建筑机械使用安全技术规程》（GJ33）关于土方机械安全使用的说法，错误的是（ ）。,A.雨季施工时，土方机械应停放在地势较低的坚实位置|B.机械作业时，配合清底、修坡人员应在机械回转半径以外作业|C.作业前应检查施工现场，查明地上、地下管线和构筑物的状况|D.土方机械进入现场前，应查明行驶线路上桥梁、涵洞的承载能力和通行高度,A,本题主要考查的是土方机械安全使用。做题思路：常识性知识点，结合安全要求即可。A错误，错在“地势较低”。根据《建筑机械使用安全技术规程》JGJ33-2012，5.1.11雨期施工时，机械应停放在地势较高的坚实位置；B正确，5.1.10机械回转作业时，配合人员必须在机械固转半径以外工作。当需在回转半径以内工作时必须将机械停止回转并制动；C正确，5.1.4作业前，必须查明施工场地内明、暗铺设的各类管线等设施，并应采用明显记号标识。严禁在离地下管线、承压管道1m距离以内进行大型机械作业；D正确，5.1.2机械进入现场前，应查明行驶路线上的桥梁、涵洞的上部净空和下部承载能力，确保机械安全通过。故选A。
单选题,"[2023年][河南中安]一、单选题
12
标记
收藏
某建筑工程地下室临时用电主电缆沿钢索敷设。根据《施工现场临时用电安全技术规范》(JGJ46)，该电缆距地面高度不得小于（ ）m。",A.1.80|B.2.00|C.2.20|D.2.50,D,本题主要考查的是电缆距地面高度。纯数字考察。D正确，室内非埋地明敷主干线距地面高度不得小于2.5m。故选D。
单选题,"[2023年][河南中安]某建筑工程搭设架体高度18m的悬挑脚手架，项目专职安全生产管理人员对该脚手架进行了安全检查，具体情况如表所示：


根据《建筑施工扣件式钢管脚手架安全技术规范》（JGJ130），上述检查情况中，存在隐患的检查项目是（ ）。",A.扣件|B.连墙件|C.剪刀撑|D.悬挑钢梁,D,本题主要考查的是扣件式钢管脚手架的安全要求。属于高频考点。做题思路：纯数字的考察。需要对数字有一个深刻的记忆。根据《建筑施工扣件式钢管脚手架安全技术规范》JGJ130-2011，A正确，（1）螺栓拧紧扭力矩不应小于40N·m，且不应大于65N·m；B正确，（2）连墙件应靠近主节点设置，偏离主节点的距离不应大于300㎜；C正确，（3）每道剪刀撑斜杆与地面的倾角应在45°～60°之间；搭接接长时，搭接长度不应小于1m，并应采用不少于2个旋转扣件固定。端部扣件盖板的边缘至杆端距离不应小于100㎜；D错误，错在“工字钢截面高度不满足要求”（4）型钢悬挑梁宜采用双轴对称截面的型钢。悬挑钢梁型号及锚固件应按设计确定，钢梁截面高度不应小于160㎜。故选D。
单选题,[2023年][河南中安]某建筑工程设置了临时用电配电室，单面操作配电柜采用双列面对面布置，其中通道①宽度1.20m，通道②宽度2.10m，通道③宽度0.60m，通道④宽度1.10m，现场布置简图如下。根据《施工现场临时用电安全技术规范》(JGJ46)，通道宽度不符合要求的是（ ）。,A.通道①|B.通道②|C.通道③|D.通道④,C,本题主要考查的是临时用电配电室的布置。属于高频考点。做题思路：纯数字的考察。需要对数字有一个深刻的记忆。配电室布置应符合下列要求：B符合，（1）配电柜正面的操作通道宽度，单列布置或双列背对背布置不小于1.5m，双列面对面布置不小于2m；C不符合，错在“间距0.6m，不满足维修要求”（2）配电柜后面的维护通道宽度，单列布置或双列面对面布置不小于0.8m，双列背对背布置不小于1.5m，个别地点有建筑物结构凸出，此点通道宽度可减少0.2m；A符合，（3）配电柜侧面的维护通道宽度不小于1m；D符合，（4）配电室内设置值班或检修室时，该室边缘距配电柜的水平距离大于1m，并采取屏障隔离。故选C。
单选题,[2023年][河南中安]某建筑公司安全生产管理部门在施工现场检查中，发现各单体建筑物内电梯井采取了不同的防护措施。下列防护措施的做法中，正确的是（ ）。,A.电梯井内首层设置一道水平安全网|B.电梯井内的施工层上部设置隔离防护设施|C.电梯井防护门底端距地面高度为100㎜|D.电梯井内每隔三层设置一道水平安全网,B,本题主要考查的是电梯井的安全防护措施。属于高频考点。做题思路：电梯井的防护包括水平和垂直防护，外部一般是1.5米高的定型化防护，内部主要防止人员和物料坠落。A错误，错在“一道水平安全网”。电梯井首层应设置双层水平安全网，两层网之间的间距为600㎜；B正确，电梯井内的施工层上部，应设置隔离防护设施；C错误，错在“100mm超过了安全要求”。电梯井口应设置防护门，其高度不应小于1.5m，防护门底端距地面高度不应大于50㎜，并应设置挡脚板；D错误，错在“三层设一道水平安全网”。电梯井道内应每隔10m且不大于2层加设一道水平安全网。故选B。
单选题,[2023年][河南中安]盾构法施工，隧道中采用轨道电机车运送管片、钢轨、轨枕等材料和出渣土。关于轨道运输的安全要求，错误的是（ ）。,A.电机车停车时，铁楔应卡住电机车车轮，不得卡住拖车车轮|B.电机车起步、转弯时应鸣笛示警，控制好速度|C.轨道轨枕和管片上的螺栓应保持固定或焊接|D.电机车进出隧道时严禁搭乘各类人员,A,本题主要考查的是盾构法施工的相关轨道运输要求。A错误，错在“铁楔卡住的是电机车车轮”。在电机车停下时，后面拖车车轮必须用铁楔或木楔卡住车轮，严防溜车，特别是在盾构机位置，电机车与盾构机之间几乎没有空隙，稍不注意人员就可能挤卡在中间。故选A。
单选题,[2023年][河南中安]某建筑工程落地式卸料平台搭设完成后，项目部组织了相关人员进行验收。根据《危险性较大的分部分项工程安全管理规定》(住房和城乡建设部令第37号)，负责卸料平台验收签字确认的人员是（ ）。,A.项目负责人和总监理工程师|B.项目负责人和专业监理工程师|C.项目技术负责人和总监理工程师|D.项目技术负责人和专业监理工程师,C,本题主要考查的是卸料平台的验收。属于高频考点。做题思路：卸料平台属于危大的分部分项工程，不是单纯的脚手架，验收需要项目技术负责人和总监签字。C正确，根据《危险性较大的分部分项工程安全管理规定》第二十一条，对于按照规定需要验收的危大工程，施工单位、监理单位应当组织相关人员进行验收。验收合格的，经施工单位项目技术负责人及总监理工程师签字确认后，方可进入下一道工序。故选C。
单选题,[2023年][河南中安]高处作业吊篮是幕墙施工常用的一种工具式脚手架。下列吊篮安全使用做法中，正确的是（ ）。,A.使用高处作业吊篮运送物料|B.吊篮作业时，下方设置隔离区和警告标志|C.电焊机放置在吊篮平台中间进行电焊作业|D.吊篮内的作业人员将安全带的安全锁扣挂在安全钢丝绳上,B,本题主要考查的是吊篮的安全使用要求。属于高频考点。做题思路：吊篮不能运人和物料，最多2人在上面作业。其电源独立，只能供给吊篮上下使用。A错误，错在“用吊篮运送物料”。不得将吊篮作为垂直运输设备，不得采用吊篮运送物料，C错误，错在“电焊机放在了吊篮里”。在吊篮内进行电焊作业时，应对吊篮设备、钢丝绳、电缆采取保护措施；不得将电焊机放置在吊篮内；电焊缆线不得与吊篮任何部位接触；电焊钳不得搭挂在吊篮上；D错误，错在“安全带挂在安全钢丝绳上”。吊篮内的作业人员应佩戴安全帽，系安全带，并应将安全锁扣正确挂置在独立设置的安全绳上。故选B。
单选题,[2023年][河南中安]有限空间自然通风不良，易造成有毒有害物质聚集或氧含量不足，为确保作业人员安全必须采取相应的安全措施。关于有限空间作业安全措施的说法，错误的是（ ）。,A.应明确有限空间作业负责人|B.应明确有限空间作业监护人|C.为增加有限空间氧含量可输入纯氧|D.为保证氧含量应全过程进行通风换气,C,本题主要考查的是有限空间的安全作业要求。做题思路：从通风、监测、监护、防护用品使用等等多角度考虑人员安全。C错误，错在“纯氧输入到有限空间内”根据《危险化学品企业特殊作业安全规范》(GB30871)6.3，作业前，应确保受限空间内的气体环境满足作业要求，不应向受限空间充纯氧气或富氧空气。故选C。
单选题,"[2023年][河南中安]1
标记
收藏
根据《企业职工伤亡事故分类》(G",B.6441-1986)，该起事故的类别应为（ ）。|A.物体打击|B.机械伤害|C.起重伤害|D.高处坠落 E 其他伤害|A.轻微事故|B.一般事故|C.较大事故|D.重大事故 E 特别重大事故,C,本题主要考查的事故类别的判定（6441），属于高频考点。做题思路：结合案例背景的描述，判断属于什么事故。C正确，本事故类别应为塔式起重机在安装顶升过程中出现的生产安全事故，事故类别为起重伤害。故选C。
单选题,"[2023年][河南中安]1
标记
收藏
根据《企业职工伤亡事故分类》(G",B.6441-1986)，该起事故的类别应为（ ）。|A.物体打击|B.机械伤害|C.起重伤害|D.高处坠落 E 其他伤害|A.轻微事故|B.一般事故|C.较大事故|D.重大事故 E 特别重大事故,B,本题主要考查的是事故等级判定，属于高频考点。做题思路：既要考虑人员死亡、重伤、直接经济损失，同时还需要考虑特种设备事故的性质，两者取大。B正确，本事故造成一死三伤及安装人员一伤的事故，属于一般事故。故选B。
