题型,题目,选项,答案,解析
单选题,[2024年][河南中安]某铅锌矿开采企业有员工3000人，其中安全生产管理人员100人。根据相关制度，关于企业中级及以上注册安全工程师配备人数的说法，正确的是（    ）。,A.应当配备至少15人|B.应当配备至少60人|C.应当配备至少45人|D.应当配备至少20人,A,本题考查的是《注册安全工程师分类管理办法》中注安师配备要求。做题思路，先要把对应法条确定，再进行作答。A正确，第十二条：危险物品的生产、储存单位以及矿山、金属冶炼单位应当有相应专业类别的中级及以上注册安全工程师从事安全生产管理工作。危险物品的生产、储存单位以及矿山单位安全生产管理人员中的中级及以上注册安全工程师比例应自本办法施行之日起2年内，金属冶炼单位安全生产管理人员中的中级及以上注册安全工程师比例应自本办法施行之日起5年内达到15%左右并逐步提高。从业人员300人以上的煤矿、非煤矿矿山、建筑施工单位和危险物品生产、经营单位，应当按照不少于安全生产管理人员15％的比例配备注册安全工程师。故选A。
单选题,[2024年][河南中安]某体育场将承办足球比赛，届时会有30000名观众进入体育场观看比赛。根据《大型群众性活动安全管理条例》，该足球比赛应当由所在地（    ）批准。,A.设区的市人民政府应急管理部门|B.县人民政府应急管理部门|C.设区的市人民政府公安机关|D.县人民政府公安机关,C,本题考查的是大型群众性活动审批许可部门，属于高频考点。做题思路，先判断人数，再进行作答。C正确，第十二条：大型群众性活动的预计参加人数在1000人以上5000人以下的，由活动所在地县级人民政府公安机关实施安全许可；预计参加人数在5000人以上的，由活动所在地设区的市级人民政府公安机关或者直辖市人民政府公安机关实施安全许可；跨省、自治区、直辖市举办大型群众性活动的，由国务院公安部门实施安全许可。故选C。
单选题,[2024年][河南中安]甲乙双方签订了租赁合同，甲方将其闲置厂房出租给乙方使用，根据《安全生产法》关于该厂房出租安全管理的做法，正确的是（    ）。,A.甲乙双方签订了专门的安全生产管理协议，约定安全生产工作由乙方统一协调、管理|B.甲乙双方签订了专门的安全生产管理协议，约定安全检查工作由甲方全部承担|C.甲乙双方没有签订专门的安全生产管理协议，在租赁合同中约定了各自的安全生产管理职责|D.甲乙双方在租赁合同中约定，委托第三方对安全管理工作负责,C,本题考查的是承包商管理相关要求，属于高频考点。做题思路，先要明确结合题干判断甲乙双方是谁，再进行作答。C正确，第四十九条：生产经营项目、场所发包或者出租给其他单位的，生产经营单位应当与承包单位、承租单位签订专门的安全生产管理协议，或者在承包合同、租赁合同中约定各自的安全生产管理职责；生产经营单位对承包单位、承租单位的安全生产工作统一协调、管理，定期进行安全检查，发现安全问题的，应当及时督促整改。故选C。
单选题,[2024年][河南中安]合理规划是危险化学品管道安全管理的基础性工作，根据《危险化学品输送管道安全管理规定》，关于危险化学品管道规划的说法，正确的是（    ）。,A.禁止危险化学品管道建设选线穿越地震活动断层和容易发生洪灾、地质灾害的区域|B.严格控制氨等有毒气体的危险化学品管道穿（跨）越公共区域|C.限制氯气等剧毒气体化学品管道穿（跨）越公共区域|D.禁止硫化氢等有毒气体的危险化学品管道穿（跨）越公共区域,B,本题考查的是危险化学品管道规划和穿越区域。做题思路，要明确剧毒气体和有毒气体穿越公共区域的规定要求。A错误，错在“禁止穿越”。第八条：危险化学品管道建设的选线应当避开地震活动断层和容易发生洪灾、地质灾害的区域；确实无法避开的，应当采取可靠的工程处理措施，确保不受地质灾害影响；C错误，错在“限制”。第七条：禁止光气、氯气等剧毒气体化学品管道穿（跨）越公共区域；B正确，D错误，错在“禁止”。严格控制氨、硫化氢等其他有毒气体的危险化学品管道穿（跨）越公共区域。故选B。
单选题,[2024年][河南中安]根据《生产安全事故应急预案管理办法》，关于企业应急预案编制的说法，错误的是（    ）。,A.事故风险单一、危险性较小的生产经营单位，可以只编制综合应急预案|B.编制应急预案前，编制单位应当进行事故风险辨识、评估和应急资源调查|C.对于某一种或者多种类型的事故风险，生产经营单位可以编制相应的专项应急预案|D.对于危险性较大的场所、装置或者设施，生产经营单位应当编制现场处置方案,A,本题考查的是应急预案编制要求，属于高频考点。做题思路，要明确针对应急预案编制时的细节要求，并且注意本题问的是说法错误的是。A错误，错在“只编制综合应急预案”。第十五条：对于危险性较大的场所、装置或者设施，生产经营单位应当编制现场处置方案。现场处置方案应当规定应急工作职责、应急处置措施和注意事项等内容。事故风险单一、危险性小的生产经营单位，可以只编制现场处置方案。故选A。
单选题,[2024年][河南中安]根据《高层民用建筑消防安全管理规定》，关于消防安全教育培训和张贴安全提示的说法，正确的是（    ）。,A.高层公共建筑内的单位应当每年至少对员工开展一次消防安全教育培训|B.高层公共建筑应当在首层显著位置张贴安全疏散示意图，并提示公众注意火灾危险|C.高层住宅建筑应当在单元入口处提示安全用火、用电、用气等消防安全常识|D.高层住宅建筑的物业服务单位应当每两年至少对居住人员进行一次消防安全教育培训,C,本题考查的是消防安全教育培训和张贴安全提示相关要求，近几年的考频提高，可以适当关注。做题思路，要注意高层公共建筑和高层住宅建筑的细节和区别。A错误，错在“应当每年至少”。第四十一条：高层公共建筑内的单位应当每半年至少对员工开展一次消防安全教育培训；B错误，错在“应当在首层显著位置”，第四十二条：高层民用建筑应当在每层的显著位置张贴安全疏散示意图，公共区域电子显示屏应当播放消防安全提示和消防安全知识；C正确，高层住宅小区除遵守本条第一款规定外，还应当在显著位置设置消防安全宣传栏，在高层住宅建筑单元入口处提示安全用火、用电、用气，以及电动自行车存放、充电等消防安全常识；D错误，错在“应当每两年”。第四十一条：高层住宅建筑的物业服务企业应当每年至少对居住人员进行一次消防安全教育培训，进行一次疏散演练。故选C。
单选题,[2024年][河南中安]根据《消防法》，关于消防队建设的说法，正确的是（    ）。,A.乡镇人民政府应当建立国家综合性消防救援队、专职消防队，承担火灾扑救工作|B.民用机场应当建立本单位专职消防队，承担机场的火灾扑救工作|C.大型铁矿石仓库应当建立本单位专职消防队，承担仓库的火灾扑救工作|D.居民委员会应当建立专职消防队、志愿消防队，承担火灾扑救工作,B,本题考查的是消防队伍建设要求，属于高频考点。做题思路，要能明确哪些单位要建立消防专职队伍。 AD错误，第三十六条：县级以上地方人民政府应当按照国家规定建立国家综合性消防救援队、专职消防队，并按照国家标准配备消防装备，承担火灾扑救工作。乡镇人民政府应当根据当地经济发展和消防工作的需要，建立专职消防队、志愿消防队，承担火灾扑救工作。B正确，C错误，错在“大型铁矿石仓库”，不是储备可燃的重要物资大型仓库。第三十九条：下列单位应当建立单位专职消防队，承担本单位的火灾扑救工作：大型核设施单位、大型发电厂、民用机场、主要港口；（二）生产、储存易燃易爆危险品的大型企业；（三）储备可燃的重要物资的大型仓库、基地；（四）第一项、第二项、第三项规定以外的火灾危险性较大、距离国家综合性消防救援队较远的其他大型企业；距离国家综合性消防救援队较远、被列为全国重点文物保护单位的古建筑群的管理单位。故选B。
单选题,[2024年][河南中安]某应急管理部门在执法检查时发现甲公司使用不符合国家标准的安全设备，对其作出查封的行政强制措施，乙公司主张，该安全设备是乙公司租赁给甲公司的。所有权属于乙公司。根据《行政强制法》，关于应急管理部门采取行政强制措施的做法，正确的是（    ）。,A.终结执行|B.终止执行|C.解除查封|D.中止执行,D,本题考查的是《行政处罚法》各类执行情形，属于高频考点。做题思路，需要区分这几种不同情况的应用。A错误，错在“终结执行中没有这一条款”。第四十条：有下列情形之一的，终结执行：（一）公民死亡，无遗产可供执行，又无义务承受人的；（二）法人或者其他组织终止，无财产可供执行，又无义务承受人的；（三）执行标的灭失的；（四）据以执行的行政决定被撤销的；（五）行政机关认为需要终结执行的其他情形；B错误，《行政处罚法》无相关规定；C错误，错在“解除查封中没有这一条款”。第二十八条：有下列情形之一的，行政机关应当及时作出解除查封、扣押决定：（一）当事人没有违法行为；（二）查封、扣押的场所、设施或者财物与违法行为无关；（三）行政机关对违法行为已经作出处理决定，不再需要查封、扣押；（四）查封、扣押期限已经届满；（五）其他不再需要采取查封、扣押措施的情形；D正确，第三十九条：有下列情形之一的，中止执行：（一）当事人履行行政决定确有困难或者暂无履行能力的；（二）第三人对执行标的主张权利，确有理由的；（三）执行可能造成难以弥补的损失，且中止执行不损害公共利益的；（四）行政机关认为需要中止执行的其他情形。故选D。
单选题,[2024年][河南中安]某机械制造企业组织全员开展隐患辨识，发现：①更衣室设置在熔融金属浇注跨的地坪区域内；②熔融金属喷溅影响范围内的炉前平台区域存在积水；③使用天然气的燃烧装置未设置超温报警装置；④使用水性漆的调漆间未设置固定式可燃气体浓度监测报警装置和通风设施。根据《工贸企业重大事故隐患判定标准》，属于重大事故隐患的是（    ）。,A.①②③④|B.①②|C.①③|D.③④,B,本题考查的是机械制造企业重大事故隐患判定标准。第七条：机械企业有下列情形之一的，应当判定为重大事故隐患：①属于，（一）会议室、活动室、休息室、更衣室、交接班室等5类人员聚集场所设置在熔融金属吊运跨或者浇注跨的地坪区域内的；②属于，（二）铸造用熔炼炉、精炼炉、保温炉未设置紧急排放和应急储存设施的；（三）生产期间铸造用熔炼炉、精炼炉、保温炉的炉底、炉坑和事故坑，以及熔融金属泄漏、喷溅影响范围内的炉前平台、炉基区域、造型地坑、浇注作业坑和熔融金属转运通道等8类区域存在积水的；（四）铸造用熔炼炉、精炼炉、压铸机、氧枪的冷却水系统未设置出水温度、进出水流量差监测报警装置，或者监测报警装置未与熔融金属加热、输送控制系统联锁的；③不属于，（五）使用煤气（天然气）的燃烧装置的燃气总管未设置管道压力监测报警装置，或者监测报警装置未与紧急自动切断装置联锁，或者燃烧装置未设置火焰监测和熄火保护系统的；（六）使用可燃性有机溶剂清洗设备设施、工装器具、地面时，未采取防止可燃气，体在周边密闭或者半密闭空间内积聚措施的；④不属于，（七）使用非水性漆的调漆间、喷漆室未设置固定式可燃气体浓度监测报警装置或者通风设施的。故选B。
单选题,[2024年][河南中安]根据《危险化学品安全管理条例》，关于危险化学品登记和事故应急救援的说法，正确的是（    ）。,A.危险化学品的物理性质、化学性质、主要用途、危险特性，以及应急救援预案是危险化学品登记的必备内容|B.危险化学品单位应当将危险化学品事故应急预案报所在地县级人民政府应急管理部门备案|C.发生危险化学品事故，造成的环境污染由所在地县级人民政府环境保护主管部门统一发布有关信息|D.发生危险化学品事故，事故单位主要负责人应当立即按照本单位危险化学品应急预案组织救援，并向当地应急管理部门和生态环境、公安、卫生健康主管部门报告,D,本题考查的是危险化学品登记和事故应急救援，属于高频考点。做题思路，首先要明确所问内容是什么，要注意登记部门和应急救援。A错误，错在“没有提到应急救援预案是必备内容”。第六十七条：危险化学品登记包括下列内容（一）分类和标签信息；（二）物理、化学性质；（三）主要用途；（四）危险特性；（五）储存、使用、运输的安全要求；（六）出现危险情况的应急处置措施；B错误，错在“县级应急管理部门备案”。第十九条：危险化学品单位应当将其危险化学品事故应急预案报所在地设区的市级人民政府安全生产监督管理部门备案；C错误，错在“不是县级环环境保护主管部门而是市级环境保护部门”。第七十四条：危险化学品事故造成环境污染的，由设区的市级以上人民政府环境保护主管部门统一发布有关信息；D正确，第七十一条：发生危险化学品事故，事故单位主要负责人应当立即按照本单位危险化学品应急预案组织救援，并向当地安全生产监督管理部门和环境保护、公安、卫生主管部门报告；道路运输、水路运输过程中发生危险化学品事故的，驾驶人员、船员或者押运人员还应当向事故发生地交通运输主管部门报告。故选D。
单选题,[2024年][河南中安]根据《安全生产事故隐患排查治理暂行规定》及重大事故隐患判定标准，下列事故隐患中，不属于重大事故隐患的是（    ）。,A.铝粉打磨间内设置办公室|B.现场焊接作业人员未取得特种作业操作|C.存在硫化氢中毒风险的污水处理池作业现场未设置监护人员|D.危险化学品仓库内无应急救援物资,D,本题考查的是重大事故隐患判定标准，属于高频考点。做题思路，要能区分哪些是属于重大隐患的范畴。A属于，第十一条：粉尘爆炸危险场所设置在非框架结构的多层建（构）筑物内，或者粉尘爆炸危险场所内设有员工宿舍、会议室、办公室、休息室等人员聚集场所的：判定为重大事故隐患；B属于，第三条：特种作业人员未持证上岗，构成重大事故隐患；C属于，第十三条：未按照国家标准制定动火、进入受限空间等特殊作业管理制度，或者制度未有效执行，构成重大事故隐患。故选D。
单选题,[2024年][河南中安]某化工企业双氧水生产单元存在重大事故隐患，所在地应急管理部门责令停产治理，并下达了重大事故隐患挂牌督办函。经过3个月的停产治理，重大事故隐患治理完毕。根据《安全生产事故隐患排查治理暂行规定》，关于重大事故隐患排查治理的说法，正确的是（    ）。,A.重大隐患治理完毕后，企业应当向所在地应急管理部门口头或书面提出恢复生产申请|B.应急管理部门收到企业恢复生产的申请报告后，应当在10日内对申请报告进行书面审查|C.企业有条件的，可以组织本企业的技术人员和专家对重大事故隐患的治理情况进行评估|D.应急管理部门对恢复生产的申请报告审查不合格的，应当提请人民政府关闭企业双氧水生产单元,C,本题考查的是重大事故隐患排查治理相关规定，属于高频考点。做题思路，首先确认考查的法条，其次要能理清关系。C正确，第十八条：有条件的生产经营单位应当组织本单位的技术人员和专家对重大事故隐患的治理情况进行评估；其他生产经营单位应当委托具备相应资质的安全评价机构对重大事故隐患的治理情况进行评估；A错误，错在“口头提出”。第十八条：经治理后符合安全生产条件的，生产经营单位应当向安全监管监察部门和有关部门提出恢复生产的书面申请，经安全监管监察部门和有关部门审查同意后，方可恢复生产经营；B错误，错在“进行书面审查”。第二十三条：对挂牌督办并采取全部或者局部停产停业治理的重大事故隐患，安全监管监察部门收到生产经营单位恢复生产的申请报告后，应当在10日内进行现场审查；D错误，错在“不合格应当提请关闭”。第二十三条：审查不合格的，依法责令改正或者下达停产整改指令。对整改无望或者生产经营单位拒不执行整改指令的，依法实施行政处罚；不具备安全生产条件的，依法提请县级以上人民政府按照国务院规定的权限予以关闭。故选C。
单选题,[2024年][河南中安]建设工程安全生产管理涉及勘察、设计、监理、出租等单位。根据《建设工程安全生产管理条例》，关于建设工程安全管理的说法，错误的是（    ）。,A.勘察单位应当严格执行操作规程，采取措施保证各类管线、设施和周边建筑物、构筑物的安全|B.设计单位在进行设计时，应当考虑施工安全操作和防护需要|C.出租单位应当对出租的机械设备和施工机具及配件的安全性能进行检测，出具检测合格证明|D.工程监理单位在实施监理过程中，发现存在事故隐患的，应当要求施工单位停止施工,D,本题考查的是建设工程勘察、设计、监理、出租等单位安全职责。做题思路，要明确本题考查的是建设工程的安全管理，要理清各单位的安全工作有哪些。D错误，错在“发现隐患现要求施工单位整改”。第十四条：工程监理单位在实施监理过程中，发现存在安全事故隐患的，应当要求施工单位整改；情况严重的，应当要求施工单位暂时停止施工，并及时报告建设单位。施工单位拒不整改或者不停止施工的，工程监理单位应当及时向有关主管部门报告。故选D。
单选题,[2024年][河南中安]某安全评价机构拟到甲省乙市开展安全评价技术服务。根据《安全评价检测检验机构管理办法》，关于该评价机构技术服务的说法，正确的是（    ）。,A.安全评价项目组组长应当具有与业务相关的一级安全评价师资格|B.在开展现场技术服务前7个工作日内，应当书面告知甲省应急管理部门|C.在开展现场技术服务前5个工作日内，应当书面告知乙市应急管理部门|D.为避免引发恶性竞争，安全评价机构应当对服务收费标准予以保密,B,本题考查的是评价机构技术服务相关规定。 B正确，C错误，错在“前五个工作日”“乙市应急管理部门”。第十九条：安全评价检测检验机构应当在开展现场技术服务前七个工作日内，书面告知（附件4）项目实施地资质认可机关，接受资质认可机关及其下级部门的监督抽查；第三条 国务院应急管理部门负责指导全国安全评价检测检验机构管理工作，建立安全评价检测检验机构信息查询系统，完善安全评价、检测检验标准体系。省级人民政府应急管理部门、煤矿安全生产监督管理部门（以下统称资质认可机关）按照各自的职责，分别负责安全评价检测检验机构资质认可和监督管理工作。设区的市级人民政府、县级人民政府应急管理部门、煤矿安全生产监督管理部门按照各自的职责，对安全评价检测检验机构执业行为实施监督检查，并对发现的违法行为依法实施行政处罚。A错误，错在“一级安全评级师资格”。第十七条：安全评价项目组组长应当具有与业务相关的二级以上安全评价师资格，并在本行业领域工作三年以上；D错误，错在“保密”。第二十三条：该办法明确要求安全评价机构应当公开服务收费标准和依据，自觉接受社会监督。故选B。
单选题,[2024年][河南中安]某厂女职工赵某已怀孕两个月。根据《女职工劳动保护特别规定》，下列属于赵某劳动禁忌范围的是（    ）。,A.非密封源放射性物质的操作|B.作业场所空气中氮氧化物浓度符合国家职业卫生标准的作业|C.高温作业分级标准中规定的第二级作业|D.需要弯腰、攀高、下蹲的作业,A,本题考查的是女职工禁忌劳动，属于高频考点。做题思路，需要能够明确女职工禁忌从事的劳动范围都有哪些。 根据《女职工劳动保护特别规定》附录：女职工禁忌从事的劳动范围，三、女职工在孕期禁忌从事的劳动范围：B不属于，(一)作业场所空气中铅及其化合物、汞及其化合物、苯、镉、铍、砷、氰化物、氮氧化物、一氧化碳、二硫化碳、氯、己内酰胺、氯丁二烯、氯乙烯、环氧乙烷、苯胺、甲醛等有毒物质浓度超过国家职业卫生标准的作业；A属于，（三）非密封源放射性物质的操作，核事故与放射事故的应急处置。(四)高处作业分级标准中规定的高处作业；(五)冷水作业分级标准中规定的冷水作业；(六)低温作业分级标准中规定的低温作业；C不属于，(七)高温作业分级标准中规定的第三级、第四级的作业；D不属于，错在“没有频繁”。(十)在密闭空间、高压室作业或者潜水作业，伴有强烈振动的作业，或者需要频繁弯腰、攀高、下蹲的作业。故选A。
单选题,[2024年][河南中安]某公司从事烟花爆竹批发业务。根据《烟花爆竹安全管理条例》，关于该公司经营安全的做法，正确的是（    ）。,A.向所在地设区的市人民政府公安机关申领批发许可证|B.确保经营场所与周边建筑、设施保持必要的安全距离|C.向其他烟花爆竹批发企业采购烟花爆竹产品|D.可以直接向个人出售烟花爆竹产品,B,本题考查的是烟花爆竹经营安全管理要求，属于高频考点。做题思路，需要注意本题在考查针对企业要具备的条件都有哪些。 A错误，错在“批发许可证是市应急”。第十九条：申请从事烟花爆竹批发的企业，应当向所在地设区的市人民政府安全生产监督管理部门提出申请。C错误，批发企业从生产烟花爆竹单位批发；第二十条：从事烟花爆竹批发的企业，应当向生产烟花爆竹的企业采购烟花爆竹，向从事烟花爆竹零售的经营者供应烟花爆竹。从事烟花爆竹零售的经营者，应当向从事烟花爆竹批发的企业采购烟花爆竹。D错误，错在“直接”。第三条 国家对烟花爆竹的生产、经营、运输和举办焰火晚会以及其他大型焰火燃放活动，实行许可证制度。未经许可，任何单位或者个人不得生产、经营、运输烟花爆竹，不得举办焰火晚会以及其他大型焰火燃放活动。第十七条：烟花爆竹批发企业应当具备的条件有：（1）具有企业法人条件；B正确，（2）经营场所与周边建筑、设施保持必要的安全距离；（3）有符合国家标准的经营场所和储存仓库；（4）有保管员、仓库守护员；（5）依法进行了安全评价；（6）有事故应急救援预案、应急救援组织和人员，并配备必要的应急救援器材设备。故选B。
单选题,[2024年][河南中安]王某在试用期内未按要求佩戴安全帽上岗作业，工作中脚手架变形严重，在未经管理员同意自行离开，但被砸伤，根据《安全生产法》关于王某人身保障权利说法正确（    ）。,A.王某未按规定佩戴安全帽，对本人受伤需要承担一定的治疗费用|B.未经同意撤离，所在企业有权扣减工资奖金|C.王某未经现场管理人员同意自行撤离，所在企业有权因此解除劳动合同|D.除了享有工伤保险外，还有权依照有关法律获得赔偿,D,本题考查的是《安全生产法》中从业人员的权利，属于高频考点。做题思路，本题在于考查从业人员的权利和义务都有哪些。A错误，错在“企业应当教导员工佩戴劳动防护用品”第四十五条：生产经营单位必须为从业人员提供符合国家标准或者行业标准的劳动防护用品，并监督、教育从业人员按照使用规则佩戴、使用；BC错误，错在“不能因为撤离就扣减工资或者解除劳动合同”。第五十五条：从业人员发现直接危及人身安全的紧急情况时，有权停止作业或者在采取可能的应急措施后撤离作业场所。生产经营单位不得因从业人员在前款紧急情况下停止作业或者采取紧急撤离措施而降低其工资、福利等待遇或者解除与其订立的劳动合同。D正确，第五十六条：因生产安全事故受到损害的从业人员，除依法享有工伤保险外，依照有关民事法律尚有获得赔偿的权利的，有权提出赔偿要求。故选D。
单选题,[2024年][河南中安]突发事件发生后，必须在第一时间采取有效措施控制事态发展，开展应急救援工作。根据《突发事件应对法》，关于突发事件应急处置与救援的说法，正确的是（    ）。,A.突发事件严重影响国民经济正常运行时，地方各级人民政府可以采取保障、控制等必要的应急措施，保障人民群众基本生活需要|B.应急救援机构在抢险过程中，必要时可以向单位和个人征用应急救援所需的设备设施和物资|C.突发事件发生地的个人应当依法服从人民政府、居民委员会、村民委员会或者所属单位的指挥和安排|D.应急救援机构按照有关规定，统一发布有关突发事件事态发展和应急处置工作的信息,C,本题考查的是应急处置与救援，属于高频考点。做题思路，需要注意理清突发事件后如何进行处置和救援。 C正确，第七十九条：突发事件发生地的个人应当依法服从人民政府、居民委员会、村民委员会或者所属单位的指挥和安排，配合人民政府采取的应急处置措施，积极参加应急救援工作，协助维护社会秩序。A错误，错在“地方各级政府”。第七十五条：发生突发事件，严重影响国民经济正常运行时，国务院或者国务院授权的有关主管部门可以采取保障、控制等必要的应急措施，保障人民群众的基本生活需要，最大限度地减轻突发事件的影响。B错误，错在“应急救援机构”。第七十六条：履行统一领导职责或者组织处置突发事件的人民政府及其有关部门，必要时可以向单位和个人征用应急救援所需设备、设施、场地、交通工具和其他物资。D错误，错在“应急救援机构”。第七条：国家建立健全突发事件信息发布制度。有关人民政府和部门应当及时向社会公布突发事件相关信息和有关突发事件应对的决定、命令、措施等信息。故选C。
单选题,[2024年][河南中安]某企业每天组织安全生产管理人员对生产作业活动进行安全检查。根据《安全生产法》，关于安全生产管理人员安全检查的做法，正确的是（    ）。,A.发现员工未佩戴劳动防护用品，要求其限期整改并记录在案|B.发现安全问题，报告企业主要负责人后进行处理|C.发现事故隐患，立即进行处理|D.发现重大事故隐患，向应急管理部门报告,C,本题考查的是《安全生产法》中安全管理人员检查要求，属于高频考点。做题思路，本题考查的是安全管理人员在检查中的要求。AB错误，A错在“要求其限期整改并记录在案”B错在“报告企业主要负责人后进行处理”C正确，第四十六条：生产经营单位的安全生产管理人员应当根据本单位的生产经营特点，对安全生产状况进行经常性检查；对检查中发现的安全问题，应当立即处理；不能处理的，应当及时报告本单位有关负责人，有关负责人应当及时处理。检查及处理情况应当如实记录在案；D错误，错在“向应急管理部门报告”。第四十六条：生产经营单位的安全生产管理人员在检查中发现重大事故隐患，依照前款规定向本单位有关负责人报告，有关负责人不及时处理的，安全生产管理人员可以向主管的负有安全生产监督管理职责的部门报告，接到报告的部门应当依法及时处理。故选C。
单选题,[2024年][河南中安]根据《安全生产事故隐患排查治理暂行规定》，关于生产经营单位事故隐患排查治理职责的说法，正确的是（    ）。,A.生产经营单位对承包单位的事故隐患排查治理负有统一协调和监督管理的职责|B.生产经营单位主要负责人是事故隐患排查、治理和防控的责任主体|C.对于危害后果不严重的一般事故隐患，经安全生产管理机构负责人同意可以限期整改|D.对于重大事故隐患，应当由安全生产管理机构的负责人组织制定并实施事故隐患治理方案,A,本题考查的是隐患排查治理职责相关规定，属于高频考点。做题思路，需要理清针对生产经营单位事故隐患排查治理职责。A正确，第十二条：生产经营单位将生产经营项目、场所、设备发包、出租的，应当与承包、承租单位签订安全生产管理协议，并在协议中明确各方对事故隐患排查、治理和防控的管理职责。生产经营单位对承包、承租单位的事故隐患排查治理负有统一协调和监督管理的职责；B错误，错在“生产经营单位主要负责人”。第八条：生产经营单位是事故隐患排查、治理和防控的责任主体；C错误，错在“一般事故隐患限期整改”第十五条：对于一般事故隐患，由生产经营单位（车间、分厂、区队等）负责人或者有关人员立即组织整改；D错误，错在“安全生产管理机构负责人”。第十五条：对于重大事故隐患，由生产经营单位主要负责人组织制定并实施事故隐患治理方案。故选A。
单选题,[2024年][河南中安]根据《安全生产法》《安全生产事故隐患排查治理暂行规定》，关于企业事故隐患排查治理的说法，正确的是（    ）。,A.事故隐患排查治理情况应当向所在地应急管理部门和企业职工代表大会“双报告”|B.重大事故隐患排查治理情况报告须经企业主要负责人签字后，每季度报所在地应急管理部门|C.事故隐患排查治理情况应当如实记录，并定期或者不定期向从业人员通报|D.对于重大事故隐患，应当由企业安全分管负责人组织制定并实施事故隐患治理方案,C,本题考查的是两种法律的交叉内容考查，是近几年出现的新型考试题型，可以给予适当的关注。 A错误，错在“事故隐患排查治理情况”。《安全生产法》第四十一条：重大事故隐患排查治理情况应当及时向负有安全生产监督管理职责的部门和职工大会或者职工代表大会报告；B错误，“每季度”“应急管理部门”《安全生产事故隐患排查治理暂行规定》第十四条：生产经营单位应当每季、每年对本单位事故隐患排查治理情况进行统计分析，并分别于下一季度15日前和下一年1月31日前向安全监管监察部门和有关部门报送书面统计分析表；对于重大事故隐患，生产经营单位除依照前款规定报送外，应当及时向安全监管监察部门和有关部门报告。C正确，生产经营单位应当建立健全并落实生产安全事故隐患排查治理制度，采取技术、管理措施，及时发现并消除事故隐患。事故隐患排查治理情况应当如实记录，并通过职工大会或者职工代表大会、信息公示栏等方式向从业人员通报；D错误，错在“安全分管负责人”。《安全生产事故隐患排查治理暂行规定》第十五条：对于重大事故隐患，由生产经营单位主要负责人组织制定并实施事故隐患治理方案。故选C。
单选题,[2024年][河南中安]根据《安全生产法》关于企业设置安全生产管理机构和配备安全生产管理人员的做法，正确的是（    ）。,A.某航空运输企业有员工60人，未设置安全生产管理机构，但配备了兼职安全生产管理人员|B.某制衣企业有员工80人，配备了专职安全生产管理人员|C.某甲醇销售企业有员工20人，配备了兼职安全生产管理人员|D.某机械加工企业有员工110人，配备了兼职安全生产管理人员,B,本题考查的是企业安全生产管理机构或专、兼职管理人员的配备要求，属于高频考点。做题思路，适当结合口诀“未建运金矿”，精准记忆哪些企业需要设管理机构或配备专职管理人员。B正确，第二十四条：矿山、金属冶炼、建筑施工、运输单位和危险物品的生产、经营、储存、装卸单位，应当设置安全生产管理机构或者配备专职安全生产管理人员。前款规定以外的其他生产经营单位，从业人员超过一百人的，应当设置安全生产管理机构或者配备专职安全生产管理人员；从业人员在一百人以下的，应当配备专职或者兼职的安全生产管理人员。ACD错误，A为运输企业，C为危险物品经营企业，D机械加工企业超过100人，均应设管理机构或专职管理人员。故选B。
单选题,[2024年][河南中安]王某于2020年10月29日取得中级注册安全工程师职业资格证书，2022年8月10日应急管理部门准予王某初始注册。根据《注册安全工程师职业资格制度规定》，关于王某注册有效期的说法，正确的是（    ）。,A.注册有效期为3年，自2020年10月29日起计算|B.注册有效期满需要延续注册的，应当在有效期满前3个月按规定提出申请|C.注册有效期为6年，自2022年8月10日起计算|D.注册有效期满需要延续注册的，应当在有效期满前1个月按规定提出申请,B,正确，第十九条：中级注册安全工程师注册有效期为5年。有效期满前3个月，需要延续注册的，应向注册初审机构提出延续注册申请。有效期满未延续注册的，可根据需要申请重新注册。故选B。
单选题,[2024年][河南中安]根据《生产安全事故应急条例》，关于应急装备、物资配备和应急值班的说法，正确的是（    ）。,A.工业园区管委会应当储备必要的应急救援装备和物资，并及时更新和补充|B.金属冶炼企业应当成立应急处置技术组，实行24小时应急值班|C.机械制造企业应当建立应急值班制度，配备应急值班人员|D.危险化学品生产企业应当配备必要的应急救援器材、设备和物资,D,本题考查的是应急装备、物资配备和应急值班相关规定，属于高频考点。做题思路，要能记清哪些单位配备应急装备或应急值班。D正确，第十三条：易燃易爆物品、危险化学品等危险物品的生产、经营、储存、运输单位，矿山、金属冶炼、城市轨道交通运营、建筑施工单位，以及宾馆、商场、娱乐场所、旅游景区等人员密集场所经营单位，应当根据本单位可能发生的生产安全事故的特点和危害，配备必要的灭火、排水、通风以及危险物品稀释、掩埋、收集等应急救援器材、设备和物资，并进行经常性维护、保养，保证正常运转；A错误，错在“储备必要的应急救援装备和物资，并及时更新和补充”第十条：工业园区、开发区等产业聚集区域内的生产经营单位，可以联合建立应急救援队伍。BC错误，错在“金属冶炼企业”。第十四条：下列单位应当建立应急值班制度，配备应急值班人员：（一）县级以上人民政府及其负有安全生产监督管理职责的部门；（二）危险物品的生产、经营、储存、运输单位以及矿山、金属冶炼、城市轨道交通运营、建筑施工单位；（三）应急救援队伍。规模较大、危险性较高的易燃易爆物品、危险化学品等危险物品的生产、经营、储存、运输单位应当成立应急处置技术组，实行24小时应急值班。故选D。
